order_id,creation_time,product_ids
16577,31/08/22 11:29,"[70, 32]"
16578,31/08/22 11:29,"[18, 34, 79]"
16579,31/08/22 11:29,[31]
16580,31/08/22 11:30,"[33, 79, 70]"
16581,31/08/22 11:30,"[44, 63, 30, 34, 77]"
16582,31/08/22 11:30,"[45, 10, 58, 62]"
16583,31/08/22 11:30,"[31, 53, 58]"
16584,31/08/22 11:30,"[52, 14, 3]"
16585,31/08/22 11:30,"[8, 42, 26, 78, 76, 1]"
16586,31/08/22 11:30,"[62, 39]"
16587,31/08/22 11:31,"[87, 83, 42, 75]"
16588,31/08/22 11:31,"[47, 53, 17, 43, 65]"
16589,31/08/22 11:31,"[35, 14, 9]"
16590,31/08/22 11:32,"[32, 75, 8, 57]"
16591,31/08/22 11:32,"[38, 53, 12, 44, 16]"
16592,31/08/22 11:33,"[7, 5, 44]"
16593,31/08/22 11:33,"[58, 9, 1, 10]"
16594,31/08/22 11:33,"[28, 70, 48]"
16595,31/08/22 11:33,"[54, 76]"
16596,31/08/22 11:33,"[46, 20, 7, 69]"
16597,31/08/22 11:33,"[3, 66, 76, 57]"
16598,31/08/22 11:33,"[5, 24, 38, 61]"
16599,31/08/22 11:34,"[50, 41, 58, 56, 75, 3]"
16600,31/08/22 11:34,"[64, 74, 9, 67]"
16601,31/08/22 11:35,"[70, 23, 56, 50]"
16602,31/08/22 11:35,"[4, 28, 40, 23, 26]"
16603,31/08/22 11:36,"[70, 59]"
16604,31/08/22 11:36,"[77, 39]"
16605,31/08/22 11:37,"[35, 26, 54, 30, 2]"
16606,31/08/22 11:38,[4]
16607,31/08/22 11:39,"[14, 61, 32, 26]"
16608,31/08/22 11:39,"[65, 26, 71, 18]"
16609,31/08/22 11:39,"[21, 83, 28, 23, 54, 33]"
16610,31/08/22 11:40,"[76, 80, 20]"
16611,31/08/22 11:41,"[20, 71, 1, 66]"
16612,31/08/22 11:42,"[4, 46, 24]"
16613,31/08/22 11:42,[63]
16614,31/08/22 11:42,"[1, 12, 32]"
16615,31/08/22 11:42,"[60, 84, 71]"
16616,31/08/22 11:42,"[82, 69, 73, 20, 56, 20, 45]"
16617,31/08/22 11:43,"[5, 22, 30, 38]"
16618,31/08/22 11:43,"[25, 19, 2]"
16619,31/08/22 11:43,"[86, 76]"
16620,31/08/22 11:44,"[76, 28, 3, 71, 18]"
16621,31/08/22 11:44,"[9, 77, 2, 15, 31]"
16622,31/08/22 11:44,[54]
16623,31/08/22 11:44,"[82, 87, 6, 77, 66, 65]"
16624,31/08/22 11:44,"[87, 15, 52]"
16625,31/08/22 11:45,"[76, 39]"
16626,31/08/22 11:46,"[3, 57, 29]"
16627,31/08/22 11:46,"[25, 50, 33, 75]"
16628,31/08/22 11:46,"[77, 76, 77, 65]"
16629,31/08/22 11:46,"[70, 12, 54, 56, 73]"
16630,31/08/22 11:46,"[77, 77, 1]"
16631,31/08/22 11:47,"[79, 77, 16, 20]"
16632,31/08/22 11:47,"[3, 29, 3, 58]"
16634,31/08/22 11:47,"[41, 30, 35, 15, 26]"
16633,31/08/22 11:47,"[45, 2, 52, 54]"
16635,31/08/22 11:47,"[2, 32, 17, 6, 3]"
16636,31/08/22 11:47,"[77, 47, 15]"
16637,31/08/22 11:48,[84]
16638,31/08/22 11:48,"[54, 41]"
16639,31/08/22 11:48,"[22, 20, 31, 76, 65, 14]"
16640,31/08/22 11:49,"[47, 61, 67]"
16641,31/08/22 11:49,[36]
16642,31/08/22 11:49,"[83, 74, 65, 77, 30, 35]"
16643,31/08/22 11:49,"[40, 84, 13, 6]"
16644,31/08/22 11:49,"[1, 3]"
16645,31/08/22 11:49,"[76, 46, 66, 76, 14]"
16646,31/08/22 11:50,"[67, 84, 82, 58, 33]"
16647,31/08/22 11:51,"[65, 62, 71, 74]"
16648,31/08/22 11:51,"[74, 31, 21, 67, 62, 9, 77]"
16649,31/08/22 11:51,"[58, 42, 67]"
16650,31/08/22 11:51,"[39, 7]"
16651,31/08/22 11:52,"[10, 12, 32, 50, 60, 26]"
16652,31/08/22 11:52,"[7, 70]"
16653,31/08/22 11:52,"[56, 71, 50, 2]"
16654,31/08/22 11:53,"[77, 77, 86, 75]"
16655,31/08/22 11:53,"[65, 38, 70]"
16656,31/08/22 11:53,"[42, 3]"
16657,31/08/22 11:53,"[31, 63, 63, 16, 55]"
16658,31/08/22 11:54,"[57, 18, 39]"
16659,31/08/22 11:54,"[46, 57, 71, 66]"
16660,31/08/22 11:55,"[82, 36]"
16661,31/08/22 11:55,"[62, 79, 27, 5]"
16662,31/08/22 11:55,"[76, 63]"
16663,31/08/22 11:56,"[14, 71, 52, 60, 84]"
16664,31/08/22 11:56,"[67, 1]"
16665,31/08/22 11:56,"[33, 41]"
16666,31/08/22 11:56,"[40, 63, 65]"
16667,31/08/22 11:57,"[18, 39, 75]"
16668,31/08/22 11:57,"[16, 2, 82, 23, 60]"
16669,31/08/22 11:58,"[11, 47, 46]"
16670,31/08/22 11:58,"[35, 74, 47]"
16671,31/08/22 11:58,"[1, 15]"
16672,31/08/22 12:00,"[62, 58]"
16673,31/08/22 12:00,"[1, 78]"
16674,31/08/22 12:00,"[18, 51, 47, 26, 25, 58, 4, 42]"
16675,31/08/22 12:02,"[20, 76, 35, 74]"
16676,31/08/22 12:02,"[53, 3, 26, 34]"
16677,31/08/22 12:02,"[50, 71, 87, 51, 60]"
16678,31/08/22 12:02,"[53, 82]"
16679,31/08/22 12:02,"[74, 14, 8, 53]"
16680,31/08/22 12:03,"[56, 3, 32, 40]"
16681,31/08/22 12:04,"[28, 82, 74, 84]"
16682,31/08/22 12:04,[3]
16683,31/08/22 12:04,"[26, 23, 39]"
16684,31/08/22 12:04,"[37, 74, 76]"
16685,31/08/22 12:04,"[20, 83, 24, 34, 67, 41]"
16686,31/08/22 12:04,"[56, 63, 83, 35]"
16687,31/08/22 12:05,"[24, 80, 54, 52]"
16688,31/08/22 12:05,[6]
16689,31/08/22 12:05,"[45, 40]"
16690,31/08/22 12:06,"[9, 74, 32, 7, 27]"
16691,31/08/22 12:07,"[86, 57, 54]"
16692,31/08/22 12:07,"[71, 45, 50, 4]"
16693,31/08/22 12:07,"[70, 12]"
16694,31/08/22 12:08,"[15, 44, 35, 2]"
16695,31/08/22 12:08,"[54, 38, 6]"
16696,31/08/22 12:08,[28]
16697,31/08/22 12:08,"[66, 54, 29, 51]"
16698,31/08/22 12:09,"[57, 37, 26]"
16699,31/08/22 12:09,"[20, 83, 16, 83, 71, 31]"
16700,31/08/22 12:09,"[44, 27, 47, 65]"
16701,31/08/22 12:10,"[70, 81, 20]"
16702,31/08/22 12:10,"[66, 82, 47, 13]"
16703,31/08/22 12:10,"[5, 84, 84]"
16704,31/08/22 12:10,[67]
16705,31/08/22 12:11,"[2, 34, 35, 85, 79]"
16706,31/08/22 12:11,"[24, 15, 74, 22, 6]"
16707,31/08/22 12:11,"[63, 80, 50, 82]"
16708,31/08/22 12:11,"[26, 12, 5]"
16709,31/08/22 12:11,"[43, 35, 69, 58, 56]"
16710,31/08/22 12:11,"[63, 25]"
16711,31/08/22 12:12,[59]
16712,31/08/22 12:13,"[35, 52, 80]"
16713,31/08/22 12:13,[16]
16714,31/08/22 12:14,"[76, 52, 74]"
16715,31/08/22 12:14,"[35, 65]"
16716,31/08/22 12:15,"[28, 17]"
16717,31/08/22 12:15,"[52, 72]"
16718,31/08/22 12:16,"[63, 74, 83]"
16719,31/08/22 12:16,"[66, 29]"
16720,31/08/22 12:17,"[32, 30, 15, 72, 62]"
16721,31/08/22 12:18,"[2, 29, 44]"
16722,31/08/22 12:18,"[50, 74, 8, 33]"
16723,31/08/22 12:19,"[14, 2, 47, 69, 50, 31]"
16724,31/08/22 12:19,"[5, 40, 61]"
16725,31/08/22 12:19,"[74, 46, 24, 34]"
16726,31/08/22 12:20,"[24, 37, 32, 57, 50]"
16727,31/08/22 12:20,"[34, 47, 45, 56]"
16728,31/08/22 12:21,"[15, 1, 58, 20, 72, 54]"
16729,31/08/22 12:21,"[63, 71, 34, 33]"
16730,31/08/22 12:22,"[3, 46, 24, 41]"
16731,31/08/22 12:22,"[28, 12, 74, 23]"
16732,31/08/22 12:23,[25]
16733,31/08/22 12:24,"[71, 67, 22, 22, 54]"
16734,31/08/22 12:24,"[5, 7, 26]"
16735,31/08/22 12:24,"[24, 31, 22, 71, 34]"
16736,31/08/22 12:24,"[5, 67, 4, 75]"
16737,31/08/22 12:25,"[60, 30]"
16738,31/08/22 12:25,[55]
16739,31/08/22 12:25,"[23, 44, 75]"
16741,31/08/22 12:25,[21]
16740,31/08/22 12:25,"[2, 79]"
16742,31/08/22 12:25,"[47, 65, 74]"
16743,31/08/22 12:25,"[38, 65, 47, 24]"
16744,31/08/22 12:26,"[87, 26, 35, 5, 50]"
16745,31/08/22 12:26,"[67, 57]"
16746,31/08/22 12:26,"[23, 64, 85, 14, 12, 53]"
16747,31/08/22 12:27,"[74, 76, 17, 2]"
16748,31/08/22 12:27,"[6, 33, 1, 83]"
16749,31/08/22 12:27,"[35, 7, 51]"
16750,31/08/22 12:27,"[17, 57, 56, 10]"
16751,31/08/22 12:27,"[3, 1, 18, 35]"
16752,31/08/22 12:28,"[63, 74]"
16753,31/08/22 12:28,[31]
16754,31/08/22 12:29,"[8, 78, 35]"
16755,31/08/22 12:29,"[9, 40, 46]"
16756,31/08/22 12:29,"[56, 7, 84]"
16757,31/08/22 12:29,"[54, 56, 25, 15]"
16758,31/08/22 12:30,"[70, 18, 78, 10]"
16759,31/08/22 12:30,"[77, 9, 74, 35]"
16760,31/08/22 12:30,"[71, 38, 76, 77, 17]"
16761,31/08/22 12:32,"[43, 26, 57]"
16762,31/08/22 12:32,"[60, 70, 4, 67]"
16763,31/08/22 12:33,"[23, 60, 45, 80, 61]"
16764,31/08/22 12:33,"[28, 56, 9]"
16765,31/08/22 12:34,"[80, 65, 83]"
16766,31/08/22 12:34,"[53, 83, 83, 40, 33, 50]"
16767,31/08/22 12:34,"[20, 54]"
16768,31/08/22 12:34,"[61, 75, 8, 66]"
16769,31/08/22 12:34,"[47, 43, 83]"
16770,31/08/22 12:35,"[18, 34]"
16771,31/08/22 12:35,"[84, 32, 38]"
16772,31/08/22 12:35,"[64, 1, 82, 67, 25]"
16773,31/08/22 12:35,"[7, 65, 55, 63, 45, 25]"
16774,31/08/22 12:35,"[35, 31, 62, 24]"
16775,31/08/22 12:36,"[43, 32]"
16776,31/08/22 12:36,"[63, 76, 54]"
16777,31/08/22 12:36,"[39, 18, 18, 62]"
16778,31/08/22 12:36,"[68, 67, 37, 69, 72]"
16779,31/08/22 12:36,"[27, 4, 21]"
16780,31/08/22 12:37,"[83, 33, 67, 56]"
16781,31/08/22 12:37,"[3, 56, 68, 82]"
16782,31/08/22 12:37,"[60, 30, 66]"
16783,31/08/22 12:38,[72]
16784,31/08/22 12:38,"[57, 19, 84, 57]"
16785,31/08/22 12:38,"[50, 72, 46, 28]"
16786,31/08/22 12:38,"[63, 46]"
16787,31/08/22 12:38,"[27, 10]"
16788,31/08/22 12:39,"[23, 27, 40, 6, 51]"
16789,31/08/22 12:40,"[35, 3, 25]"
16790,31/08/22 12:41,"[8, 10, 75]"
16791,31/08/22 12:41,"[70, 74, 82]"
16792,31/08/22 12:42,"[28, 80, 62, 41, 14]"
16793,31/08/22 12:43,"[58, 62, 2, 50]"
16794,31/08/22 12:43,"[62, 56]"
16795,31/08/22 12:43,"[65, 67, 76, 69]"
16796,31/08/22 12:43,"[21, 8, 83, 25, 75]"
16797,31/08/22 12:45,"[69, 16, 35]"
16798,31/08/22 12:46,"[3, 31, 6, 45, 31, 25]"
16799,31/08/22 12:46,"[20, 25, 77, 20]"
16800,31/08/22 12:46,"[74, 25, 31]"
16801,31/08/22 12:47,"[30, 3, 30, 65, 30]"
16802,31/08/22 12:47,"[82, 29, 34, 54]"
16803,31/08/22 12:47,"[56, 57, 55, 51]"
16804,31/08/22 12:48,"[38, 2, 3, 24]"
16805,31/08/22 12:48,"[24, 70, 65, 62]"
16806,31/08/22 12:48,"[57, 38, 54]"
16807,31/08/22 12:48,"[55, 34, 32, 75]"
16808,31/08/22 12:49,"[78, 56, 39, 56]"
16809,31/08/22 12:49,"[57, 24, 17, 9]"
16810,31/08/22 12:50,"[80, 72, 40]"
16811,31/08/22 12:50,"[38, 18, 2]"
16812,31/08/22 12:50,"[84, 38, 83, 75, 15]"
16813,31/08/22 12:50,"[35, 50, 40]"
16814,31/08/22 12:50,"[39, 9, 84, 9, 20]"
16815,31/08/22 12:51,"[30, 46, 76]"
16816,31/08/22 12:51,"[44, 15]"
16817,31/08/22 12:51,"[70, 66, 64]"
16818,31/08/22 12:52,"[13, 83, 25, 76, 65]"
16819,31/08/22 12:53,"[31, 76, 36]"
16820,31/08/22 12:54,"[19, 39, 32, 47]"
16821,31/08/22 12:54,"[53, 20, 39, 29]"
16822,31/08/22 12:55,"[21, 30]"
16823,31/08/22 12:55,"[63, 25]"
16824,31/08/22 12:55,"[14, 52, 33, 37]"
16825,31/08/22 12:56,"[87, 77, 38]"
16826,31/08/22 12:56,"[31, 25, 34, 5, 85]"
16827,31/08/22 12:57,"[78, 3, 65]"
16828,31/08/22 12:57,"[57, 70, 57, 78, 50]"
16829,31/08/22 12:57,"[5, 71]"
16830,31/08/22 12:57,"[42, 40, 3, 57]"
16831,31/08/22 12:58,"[52, 10]"
16832,31/08/22 12:59,[71]
16833,31/08/22 12:59,"[67, 53, 57, 84]"
16834,31/08/22 12:59,"[62, 77, 62]"
16835,31/08/22 12:59,"[42, 53, 63]"
16836,31/08/22 12:59,"[2, 83, 58]"
16837,31/08/22 12:59,"[46, 36, 44, 46]"
16838,31/08/22 12:59,"[33, 20, 9, 74]"
16840,31/08/22 13:00,"[35, 77, 60, 35]"
16839,31/08/22 13:00,"[76, 43]"
16841,31/08/22 13:00,"[63, 20]"
16842,31/08/22 13:00,"[23, 72, 16]"
16843,31/08/22 13:01,"[18, 34, 77, 84]"
16844,31/08/22 13:01,"[40, 18, 64, 46]"
16845,31/08/22 13:01,"[84, 63, 76]"
16846,31/08/22 13:01,"[71, 71, 9, 26, 65, 74]"
16847,31/08/22 13:01,"[41, 3, 57, 68]"
16848,31/08/22 13:01,"[31, 18, 69]"
16849,31/08/22 13:03,"[30, 84, 80]"
16850,31/08/22 13:04,"[27, 12]"
16852,31/08/22 13:05,"[37, 4, 57, 30]"
16851,31/08/22 13:05,"[80, 84, 1]"
16853,31/08/22 13:05,"[30, 78, 29]"
16854,31/08/22 13:05,"[37, 63, 3]"
16855,31/08/22 13:06,"[32, 3]"
16856,31/08/22 13:06,"[18, 67, 8]"
16857,31/08/22 13:06,[31]
16858,31/08/22 13:07,"[8, 20]"
16860,31/08/22 13:07,"[60, 27, 66, 28]"
16859,31/08/22 13:07,"[3, 2, 25]"
16861,31/08/22 13:08,"[75, 2, 74, 38, 66]"
16862,31/08/22 13:09,"[12, 55, 47, 8]"
16863,31/08/22 13:09,[57]
16864,31/08/22 13:09,"[16, 37, 5]"
16865,31/08/22 13:10,"[38, 41, 21, 31, 70]"
16866,31/08/22 13:11,"[56, 83, 58, 26]"
16867,31/08/22 13:11,"[60, 26]"
16868,31/08/22 13:12,"[75, 81, 47]"
16869,31/08/22 13:12,"[83, 57]"
16870,31/08/22 13:12,"[75, 46, 75, 4, 72]"
16871,31/08/22 13:13,"[55, 66, 41, 52]"
16872,31/08/22 13:13,"[46, 15, 74]"
16873,31/08/22 13:13,"[69, 8, 5]"
16874,31/08/22 13:14,"[38, 2, 20, 38]"
16875,31/08/22 13:14,"[66, 3, 71, 26, 7]"
16876,31/08/22 13:14,"[67, 34, 19, 83]"
16877,31/08/22 13:15,"[38, 53, 18, 76, 25, 20]"
16878,31/08/22 13:15,"[55, 69, 62, 56]"
16879,31/08/22 13:15,"[23, 80, 45, 60]"
16880,31/08/22 13:15,"[66, 36, 44]"
16881,31/08/22 13:15,"[26, 32, 38, 66, 28, 16]"
16882,31/08/22 13:15,"[58, 30]"
16883,31/08/22 13:15,"[54, 30, 21, 34]"
16884,31/08/22 13:16,"[15, 24]"
16885,31/08/22 13:16,[54]
16886,31/08/22 13:17,"[30, 69, 67]"
16887,31/08/22 13:17,"[35, 45, 42, 84, 31]"
16888,31/08/22 13:17,"[6, 21]"
16889,31/08/22 13:18,"[77, 64, 3]"
16890,31/08/22 13:18,"[67, 71, 26, 31]"
16891,31/08/22 13:19,"[31, 9, 66, 32, 32, 74, 37]"
16892,31/08/22 13:19,"[40, 2, 30, 14, 28]"
16893,31/08/22 13:19,"[58, 65, 33, 77]"
16894,31/08/22 13:19,"[83, 35, 6, 67]"
16895,31/08/22 13:20,"[76, 60, 67]"
16896,31/08/22 13:20,"[52, 44, 48, 54]"
16897,31/08/22 13:20,"[67, 32, 25, 68, 64]"
16898,31/08/22 13:20,"[83, 30, 45]"
16899,31/08/22 13:20,"[72, 35, 57, 76, 37]"
16900,31/08/22 13:20,"[23, 14, 50, 54]"
16901,31/08/22 13:21,"[67, 38, 75, 71]"
16902,31/08/22 13:21,"[84, 72, 26, 9, 31, 65]"
16903,31/08/22 13:22,"[87, 18, 32]"
16904,31/08/22 13:23,"[35, 62, 20]"
16905,31/08/22 13:23,"[4, 38]"
16906,31/08/22 13:23,"[77, 56, 53, 7, 24]"
16907,31/08/22 13:23,"[63, 28]"
16908,31/08/22 13:24,"[31, 18, 5, 84]"
16909,31/08/22 13:24,"[65, 76, 62, 60]"
16910,31/08/22 13:24,"[84, 15, 2, 77, 40]"
16911,31/08/22 13:24,"[78, 67, 48, 40, 45]"
16912,31/08/22 13:24,[2]
16913,31/08/22 13:24,"[41, 25, 2]"
16914,31/08/22 13:25,"[73, 57, 79]"
16915,31/08/22 13:26,"[60, 1, 41, 33]"
16916,31/08/22 13:26,"[67, 47, 1, 2, 18]"
16917,31/08/22 13:26,"[50, 33, 17, 76, 53]"
16918,31/08/22 13:27,"[66, 41, 70]"
16919,31/08/22 13:27,"[67, 65, 45]"
16920,31/08/22 13:28,"[33, 40, 71, 71, 25]"
16921,31/08/22 13:28,"[64, 54]"
16922,31/08/22 13:28,"[72, 52]"
16923,31/08/22 13:29,"[42, 77, 20, 15]"
16924,31/08/22 13:29,"[26, 48, 38]"
16925,31/08/22 13:29,"[78, 42, 65]"
16926,31/08/22 13:30,"[31, 84]"
16927,31/08/22 13:30,"[12, 58]"
16928,31/08/22 13:30,"[5, 77]"
16929,31/08/22 13:30,"[28, 63, 80, 66, 70]"
16930,31/08/22 13:30,"[28, 40, 1]"
16931,31/08/22 13:31,"[38, 7]"
16932,31/08/22 13:31,"[45, 33, 9]"
16933,31/08/22 13:32,"[1, 45, 77, 34, 57]"
16934,31/08/22 13:32,"[30, 1, 5]"
16935,31/08/22 13:32,"[29, 33, 26, 75]"
16936,31/08/22 13:32,[57]
16937,31/08/22 13:32,"[53, 26]"
16938,31/08/22 13:33,"[43, 77, 38]"
16939,31/08/22 13:33,"[69, 72, 66]"
16940,31/08/22 13:33,"[71, 21, 54]"
16942,31/08/22 13:34,"[71, 6, 69]"
16941,31/08/22 13:34,"[37, 8, 20, 61, 71]"
16943,31/08/22 13:34,"[12, 30, 2, 65]"
16944,31/08/22 13:34,"[27, 6, 45, 39]"
16945,31/08/22 13:35,"[80, 30, 14, 82]"
16946,31/08/22 13:35,"[32, 71, 5]"
16947,31/08/22 13:35,"[74, 25, 53]"
16948,31/08/22 13:35,"[5, 71, 67, 57]"
16949,31/08/22 13:35,"[60, 36]"
16950,31/08/22 13:36,"[84, 2, 22, 66, 74, 27]"
16951,31/08/22 13:37,"[42, 24, 83, 32, 33, 9]"
16952,31/08/22 13:37,"[83, 26, 20, 62, 39, 46]"
16953,31/08/22 13:38,"[80, 57, 47, 81]"
16954,31/08/22 13:38,"[57, 5, 15]"
16955,31/08/22 13:38,"[32, 71, 77]"
16956,31/08/22 13:39,"[57, 41, 79, 56, 76, 63]"
16957,31/08/22 13:39,"[86, 6, 60, 20, 23]"
16958,31/08/22 13:40,"[64, 42, 72, 72, 76]"
16959,31/08/22 13:40,"[20, 72, 76, 74, 23]"
16960,31/08/22 13:41,"[77, 57, 86]"
16961,31/08/22 13:41,"[77, 55, 66, 63]"
16962,31/08/22 13:42,"[18, 47, 45, 9]"
16963,31/08/22 13:42,"[15, 2, 43, 87, 53, 20]"
16964,31/08/22 13:42,"[6, 23, 33]"
16965,31/08/22 13:42,[68]
16966,31/08/22 13:42,"[56, 1, 21]"
16967,31/08/22 13:42,"[70, 32, 72, 29]"
16968,31/08/22 13:43,[24]
16969,31/08/22 13:43,[12]
16970,31/08/22 13:43,"[32, 74, 63]"
16971,31/08/22 13:43,"[64, 79, 76, 20, 9]"
16972,31/08/22 13:44,"[56, 71, 14, 24, 71]"
16973,31/08/22 13:44,"[39, 75, 10]"
16974,31/08/22 13:44,"[15, 41]"
16975,31/08/22 13:45,"[72, 76, 48]"
16976,31/08/22 13:45,"[32, 51]"
16977,31/08/22 13:46,"[34, 28, 72]"
16978,31/08/22 13:46,"[25, 5]"
16979,31/08/22 13:46,"[45, 54, 80, 35]"
16980,31/08/22 13:46,"[84, 37, 53, 34]"
16981,31/08/22 13:47,"[14, 20, 1, 61]"
16982,31/08/22 13:47,"[55, 50]"
16983,31/08/22 13:47,"[23, 21, 65]"
16984,31/08/22 13:48,"[77, 32, 50]"
16985,31/08/22 13:48,"[70, 4]"
16986,31/08/22 13:49,"[65, 29]"
16987,31/08/22 13:49,"[40, 24, 78]"
16988,31/08/22 13:49,"[20, 53, 60, 55]"
16989,31/08/22 13:49,"[48, 1]"
16990,31/08/22 13:50,[46]
16991,31/08/22 13:51,"[46, 21, 22, 28]"
16992,31/08/22 13:51,"[37, 15, 37, 65]"
16993,31/08/22 13:51,"[1, 50, 71, 71]"
16994,31/08/22 13:52,"[67, 24]"
16995,31/08/22 13:52,"[6, 30]"
16996,31/08/22 13:52,"[34, 20, 23]"
16997,31/08/22 13:53,"[82, 40, 2, 18]"
16998,31/08/22 13:53,"[16, 68, 5, 62]"
16999,31/08/22 13:54,"[41, 62]"
17000,31/08/22 13:54,"[33, 52, 47, 3, 77]"
17001,31/08/22 13:55,"[6, 86, 71, 35, 45]"
17002,31/08/22 13:55,"[75, 67, 9, 40, 80, 3]"
17003,31/08/22 13:55,"[84, 39, 57]"
17004,31/08/22 13:56,"[4, 29, 67]"
17005,31/08/22 13:56,"[60, 37, 84, 71, 7]"
17006,31/08/22 13:56,"[40, 74]"
17007,31/08/22 13:58,"[25, 53, 15, 27]"
17008,31/08/22 13:59,"[68, 21, 1]"
17009,31/08/22 13:59,"[46, 70, 44, 52]"
17010,31/08/22 14:00,"[75, 86, 15]"
17011,31/08/22 14:00,"[57, 58, 4, 54]"
17012,31/08/22 14:00,"[37, 34, 40, 74, 63]"
17013,31/08/22 14:02,"[77, 78, 25]"
17014,31/08/22 14:02,"[45, 76]"
17015,31/08/22 14:03,"[34, 33, 29, 77]"
17016,31/08/22 14:03,"[20, 63]"
17017,31/08/22 14:03,"[66, 67, 72, 11]"
17018,31/08/22 14:04,"[52, 52, 62]"
17019,31/08/22 14:04,"[28, 27, 21, 71, 79]"
17020,31/08/22 14:05,"[20, 30, 63, 80, 47, 34]"
17021,31/08/22 14:05,"[3, 33, 46, 62, 72, 9]"
17022,31/08/22 14:07,"[40, 8]"
17023,31/08/22 14:07,[84]
17024,31/08/22 14:07,"[9, 57, 67, 47, 57]"
17025,31/08/22 14:08,"[15, 83, 57, 62]"
17026,31/08/22 14:08,"[30, 63, 63, 84]"
17027,31/08/22 14:08,"[77, 64, 54]"
17028,31/08/22 14:08,"[30, 26, 62, 67, 17, 77]"
17029,31/08/22 14:09,"[19, 77]"
17030,31/08/22 14:09,"[31, 35, 80, 32]"
17031,31/08/22 14:11,"[46, 55, 57]"
17032,31/08/22 14:11,"[52, 40, 28, 6]"
17033,31/08/22 14:11,"[67, 29, 29]"
17034,31/08/22 14:11,"[25, 80]"
17035,31/08/22 14:11,"[34, 47, 54, 83, 48, 38]"
17036,31/08/22 14:12,"[83, 63, 54, 35, 15, 62]"
17037,31/08/22 14:12,"[1, 9]"
17038,31/08/22 14:13,"[47, 74, 63, 58]"
17039,31/08/22 14:13,"[65, 63]"
17040,31/08/22 14:14,"[69, 30, 74]"
17041,31/08/22 14:14,"[57, 4]"
17042,31/08/22 14:14,"[52, 69]"
17043,31/08/22 14:15,"[28, 14, 50, 11]"
17044,31/08/22 14:15,"[8, 77, 42]"
17045,31/08/22 14:15,"[15, 6, 86]"
17046,31/08/22 14:15,"[1, 40, 29]"
17047,31/08/22 14:16,"[32, 75, 42, 14]"
17048,31/08/22 14:16,"[24, 6]"
17049,31/08/22 14:16,"[18, 78, 32, 8, 57]"
17050,31/08/22 14:16,"[26, 30, 23, 18]"
17051,31/08/22 14:17,"[15, 62, 5, 83]"
17052,31/08/22 14:17,"[53, 40, 63, 72, 54]"
17053,31/08/22 14:18,"[63, 58, 12, 38, 84]"
17054,31/08/22 14:18,"[1, 34, 84, 60]"
17055,31/08/22 14:18,"[7, 66, 62]"
17056,31/08/22 14:18,"[46, 14]"
17057,31/08/22 14:18,"[35, 43]"
17058,31/08/22 14:20,"[27, 74, 9, 25, 33]"
17059,31/08/22 14:21,"[46, 64, 56, 30]"
17060,31/08/22 14:21,"[38, 20]"
17061,31/08/22 14:21,"[57, 30, 77, 18]"
17062,31/08/22 14:22,"[30, 16]"
17063,31/08/22 14:22,"[46, 50]"
17064,31/08/22 14:22,"[24, 46, 70, 54]"
17065,31/08/22 14:22,"[8, 2, 2]"
17066,31/08/22 14:22,"[32, 72, 32, 34, 63, 45, 28]"
17067,31/08/22 14:23,"[76, 71]"
17068,31/08/22 14:23,"[28, 34, 28]"
17069,31/08/22 14:23,[6]
17070,31/08/22 14:24,"[67, 74, 20]"
17071,31/08/22 14:24,"[65, 57, 54, 62, 41]"
17072,31/08/22 14:24,"[35, 20, 7, 40, 47]"
17073,31/08/22 14:24,"[1, 56, 77]"
17074,31/08/22 14:25,"[40, 86, 80]"
17075,31/08/22 14:25,"[62, 70, 79]"
17076,31/08/22 14:25,"[41, 32, 33, 43]"
17077,31/08/22 14:25,"[10, 23, 2]"
17078,31/08/22 14:26,"[7, 63, 86, 9, 64, 56]"
17079,31/08/22 14:26,"[42, 40, 77, 78, 3]"
17080,31/08/22 14:27,"[8, 58, 34]"
17081,31/08/22 14:27,"[17, 77, 58]"
17082,31/08/22 14:27,"[37, 42, 72, 32, 63]"
17083,31/08/22 14:27,"[37, 24]"
17084,31/08/22 14:28,"[76, 41, 31, 7]"
17085,31/08/22 14:29,"[72, 62]"
17086,31/08/22 14:29,"[83, 25, 79]"
17087,31/08/22 14:29,"[15, 34, 12]"
17088,31/08/22 14:29,"[60, 60, 71, 41, 26]"
17089,31/08/22 14:29,"[15, 29, 8, 68, 14]"
17090,31/08/22 14:29,"[45, 63]"
17091,31/08/22 14:31,"[27, 42, 15, 28, 5]"
17092,31/08/22 14:31,"[33, 34]"
17093,31/08/22 14:31,"[54, 15, 1, 67]"
17094,31/08/22 14:31,"[61, 64, 53, 80]"
17095,31/08/22 14:31,"[40, 63, 68, 44, 75, 23]"
17096,31/08/22 14:32,"[25, 47, 32]"
17097,31/08/22 14:32,"[62, 5]"
17098,31/08/22 14:33,"[63, 81, 52, 60, 65]"
17099,31/08/22 14:33,"[40, 42, 2, 77, 3]"
17100,31/08/22 14:33,"[30, 83, 35]"
17101,31/08/22 14:34,"[40, 1, 41]"
17102,31/08/22 14:34,"[28, 18, 76, 23]"
17103,31/08/22 14:34,"[26, 54]"
17104,31/08/22 14:35,"[76, 4, 5]"
17105,31/08/22 14:35,[17]
17106,31/08/22 14:36,"[26, 14, 64, 26]"
